no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h	pre_a_3h_download_cor1	pre_b_3h_download_cor1	preevento_a_3h	preevento_b_3h	pre_a_2h_download_cor1	pre_b_2h_download_cor1
800	2011-07-13	18:54:00	2011-07-13	19:54:34	90	270	*	*	*	*	*	*	*	2011-07-13 18:54:00	2011-07-13 19:54:34	2011-07-13 17:54:00	2011-07-13 18:54:34	2011-07-13 16:54:00	2011-07-13 17:54:34	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110713/', '20110713_155500_s4c1A.fts', '20110713_155512_s4c1A.fts', '20110713_155524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110713/', '20110713_165500_s4c1B.fts', '20110713_165509_s4c1B.fts', '20110713_165518_s4c1B.fts']	2011/07/13 15:54:00	2011/07/13 16:54:34	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110713/', '20110713_165500_s4c1A.fts', '20110713_165512_s4c1A.fts', '20110713_165524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110713/', '20110713_175500_s4c1B.fts', '20110713_175509_s4c1B.fts', '20110713_175518_s4c1B.fts']
801	2011-07-14	08:54:00	2011-07-14	09:54:34	270	90	*	*	*	*	*	*	*	2011-07-14 08:54:00	2011-07-14 09:54:34	2011-07-14 07:54:00	2011-07-14 08:54:34	2011-07-14 06:54:00	2011-07-14 07:54:34	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110714/', '20110714_055500_s4c1A.fts', '20110714_055512_s4c1A.fts', '20110714_055524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110714/', '20110714_065500_s4c1B.fts', '20110714_065509_s4c1B.fts', '20110714_065518_s4c1B.fts']	2011/07/14 05:54:00	2011/07/14 06:54:34	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110714/', '20110714_065500_s4c1A.fts', '20110714_065512_s4c1A.fts', '20110714_065524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110714/', '20110714_075500_s4c1B.fts', '20110714_075509_s4c1B.fts', '20110714_075518_s4c1B.fts']
802	2011-07-14	11:54:00	2011-07-14	12:54:34	45/270	315	*	*	*	*	*	*	*	2011-07-14 11:54:00	2011-07-14 12:54:34	2011-07-14 10:54:00	2011-07-14 11:54:34	2011-07-14 09:54:00	2011-07-14 10:54:34	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110714/', '20110714_085500_s4c1A.fts', '20110714_085512_s4c1A.fts', '20110714_085524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110714/', '20110714_095500_s4c1B.fts', '20110714_095509_s4c1B.fts', '20110714_095518_s4c1B.fts']	2011/07/14 08:54:00	2011/07/14 09:54:34	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110714/', '20110714_095500_s4c1A.fts', '20110714_095512_s4c1A.fts', '20110714_095524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110714/', '20110714_105500_s4c1B.fts', '20110714_105509_s4c1B.fts', '20110714_105518_s4c1B.fts']
803	2011-07-15	20:54:00	2011-07-15	21:54:35	225	135	*	*	*	*	*	*	*	2011-07-15 20:54:00	2011-07-15 21:54:35	2011-07-15 19:54:00	2011-07-15 20:54:35	2011-07-15 18:54:00	2011-07-15 19:54:35	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110715/', '20110715_175500_s4c1A.fts', '20110715_175512_s4c1A.fts', '20110715_175524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110715/', '20110715_185500_s4c1B.fts', '20110715_185509_s4c1B.fts', '20110715_185518_s4c1B.fts']	2011/07/15 17:54:00	2011/07/15 18:54:35	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110715/', '20110715_185500_s4c1A.fts', '20110715_185512_s4c1A.fts', '20110715_185524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110715/', '20110715_195500_s4c1B.fts', '20110715_195509_s4c1B.fts', '20110715_195518_s4c1B.fts']
804	2011-07-16	07:54:00	2011-07-16	07:54:35	270	90	*	*	*	*	*	*	*	2011-07-16 07:54:00	2011-07-16 07:54:35	2011-07-16 06:54:00	2011-07-16 06:54:35	2011-07-16 05:54:00	2011-07-16 05:54:35	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110716/', '20110716_045500_s4c1A.fts', '20110716_045512_s4c1A.fts', '20110716_045524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110716/', '20110716_045500_s4c1B.fts', '20110716_045509_s4c1B.fts', '20110716_045518_s4c1B.fts']	2011/07/16 04:54:00	2011/07/16 04:54:35	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110716/', '20110716_055500_s4c1A.fts', '20110716_055512_s4c1A.fts', '20110716_055524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110716/', '20110716_055500_s4c1B.fts', '20110716_055509_s4c1B.fts', '20110716_055518_s4c1B.fts']
805	2011-07-16	15:54:00	2011-07-16	17:54:35	0	0	*	*	*	*	*	*	*	2011-07-16 15:54:00	2011-07-16 17:54:35	2011-07-16 14:54:00	2011-07-16 16:54:35	2011-07-16 13:54:00	2011-07-16 15:54:35	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110716/', '20110716_125500_s4c1A.fts', '20110716_125512_s4c1A.fts', '20110716_125524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110716/', '20110716_145500_s4c1B.fts', '20110716_145509_s4c1B.fts', '20110716_145518_s4c1B.fts']	2011/07/16 12:54:00	2011/07/16 14:54:35	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110716/', '20110716_135500_s4c1A.fts', '20110716_135512_s4c1A.fts', '20110716_135524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110716/', '20110716_155500_s4c1B.fts', '20110716_155509_s4c1B.fts', '20110716_155518_s4c1B.fts']
806	2011-07-18	01:54:00	2011-07-18	02:54:35	270	90	*	*	*	*	*	*	*	2011-07-18 01:54:00	2011-07-18 02:54:35	2011-07-18 00:54:00	2011-07-18 01:54:35	2011-07-17 23:54:00	2011-07-18 00:54:35	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110717/', '20110717_224500_s4c1A.fts', '20110717_224512_s4c1A.fts', '20110717_224524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110717/', '20110717_235500_s4c1B.fts', '20110717_235509_s4c1B.fts', '20110717_235518_s4c1B.fts']	2011/07/17 22:54:00	2011/07/17 23:54:35	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110717/', '20110717_234500_s4c1A.fts', '20110717_234512_s4c1A.fts', '20110717_234524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110718/', '20110718_005500_s4c1B.fts', '20110718_005509_s4c1B.fts', '20110718_005518_s4c1B.fts']
807	2011-07-18	06:54:00	2011-07-18	08:54:35	45	315	*	*	*	*	*	*	*	2011-07-18 06:54:00	2011-07-18 08:54:35	2011-07-18 05:54:00	2011-07-18 07:54:35	2011-07-18 04:54:00	2011-07-18 06:54:35	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110718/', '20110718_035500_s4c1A.fts', '20110718_035509_s4c1A.fts', '20110718_035518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110718/', '20110718_055500_s4c1B.fts', '20110718_055509_s4c1B.fts', '20110718_055518_s4c1B.fts']	2011/07/18 03:54:00	2011/07/18 05:54:35	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110718/', '20110718_045500_s4c1A.fts', '20110718_045509_s4c1A.fts', '20110718_045518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110718/', '20110718_065500_s4c1B.fts', '20110718_065509_s4c1B.fts', '20110718_065518_s4c1B.fts']
808	2011-07-18	22:54:00	2011-07-18	22:54:36	315	45	*	*	*	*	*	*	*	2011-07-18 22:54:00	2011-07-18 22:54:36	2011-07-18 21:54:00	2011-07-18 21:54:36	2011-07-18 20:54:00	2011-07-18 20:54:36	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110718/', '20110718_195500_s4c1A.fts', '20110718_195509_s4c1A.fts', '20110718_195518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110718/', '20110718_195500_s4c1B.fts', '20110718_195512_s4c1B.fts', '20110718_195524_s4c1B.fts']	2011/07/18 19:54:00	2011/07/18 19:54:36	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110718/', '20110718_205500_s4c1A.fts', '20110718_205509_s4c1A.fts', '20110718_205518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110718/', '20110718_205500_s4c1B.fts', '20110718_205512_s4c1B.fts', '20110718_205524_s4c1B.fts']
809	2011-07-20	12:54:00	2011-07-20	12:54:36	315	45	*	*	*	*	*	*	*	2011-07-20 12:54:00	2011-07-20 12:54:36	2011-07-20 11:54:00	2011-07-20 11:54:36	2011-07-20 10:54:00	2011-07-20 10:54:36	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110720/', '20110720_095500_s4c1A.fts', '20110720_095509_s4c1A.fts', '20110720_095518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110720/', '20110720_095500_s4c1B.fts', '20110720_095509_s4c1B.fts', '20110720_095518_s4c1B.fts']	2011/07/20 09:54:00	2011/07/20 09:54:36	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110720/', '20110720_105500_s4c1A.fts', '20110720_105509_s4c1A.fts', '20110720_105518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110720/', '20110720_105500_s4c1B.fts', '20110720_105509_s4c1B.fts', '20110720_105518_s4c1B.fts']
810	2011-07-21	17:54:00	2011-07-21	20:54:36	225	135	*	*	*	*	*	*	*	2011-07-21 17:54:00	2011-07-21 20:54:36	2011-07-21 16:54:00	2011-07-21 19:54:36	2011-07-21 15:54:00	2011-07-21 18:54:36	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110721/', '20110721_145500_s4c1A.fts', '20110721_145509_s4c1A.fts', '20110721_145518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110721/', '20110721_175500_s4c1B.fts', '20110721_175509_s4c1B.fts', '20110721_175518_s4c1B.fts']	2011/07/21 14:54:00	2011/07/21 17:54:36	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110721/', '20110721_155500_s4c1A.fts', '20110721_155509_s4c1A.fts', '20110721_155518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110721/', '20110721_185500_s4c1B.fts', '20110721_185509_s4c1B.fts', '20110721_185518_s4c1B.fts']
811	2011-07-23	13:54:00	2011-07-23	13:54:37	270	90	*	*	*	*	*	*	*	2011-07-23 13:54:00	2011-07-23 13:54:37	2011-07-23 12:54:00	2011-07-23 12:54:37	2011-07-23 11:54:00	2011-07-23 11:54:37	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110723/', '20110723_105500_s4c1A.fts', '20110723_105509_s4c1A.fts', '20110723_105518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110723/', '20110723_105500_s4c1B.fts', '20110723_105509_s4c1B.fts', '20110723_105518_s4c1B.fts']	2011/07/23 10:54:00	2011/07/23 10:54:37	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110723/', '20110723_115500_s4c1A.fts', '20110723_115509_s4c1A.fts', '20110723_115518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110723/', '20110723_115500_s4c1B.fts', '20110723_115509_s4c1B.fts', '20110723_115518_s4c1B.fts']
812	2011-07-24	17:54:00	2011-07-24	19:54:37	45	315	*	*	*	*	*	*	*	2011-07-24 17:54:00	2011-07-24 19:54:37	2011-07-24 16:54:00	2011-07-24 18:54:37	2011-07-24 15:54:00	2011-07-24 17:54:37	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110724/', '20110724_145500_s4c1A.fts', '20110724_145509_s4c1A.fts', '20110724_145518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110724/', '20110724_165500_s4c1B.fts', '20110724_165509_s4c1B.fts', '20110724_165518_s4c1B.fts']	2011/07/24 14:54:00	2011/07/24 16:54:37	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110724/', '20110724_155500_s4c1A.fts', '20110724_155509_s4c1A.fts', '20110724_155518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110724/', '20110724_175500_s4c1B.fts', '20110724_175509_s4c1B.fts', '20110724_175518_s4c1B.fts']
813	2011-07-25	17:54:00	2011-07-25	17:54:38	270	90	*	*	*	*	*	*	*	2011-07-25 17:54:00	2011-07-25 17:54:38	2011-07-25 16:54:00	2011-07-25 16:54:38	2011-07-25 15:54:00	2011-07-25 15:54:38	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110725/', '20110725_145500_s4c1A.fts', '20110725_145509_s4c1A.fts', '20110725_145518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110725/', '20110725_145500_s4c1B.fts', '20110725_145512_s4c1B.fts', '20110725_145524_s4c1B.fts']	2011/07/25 14:54:00	2011/07/25 14:54:38	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110725/', '20110725_155500_s4c1A.fts', '20110725_155509_s4c1A.fts', '20110725_155518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110725/', '20110725_155500_s4c1B.fts', '20110725_155512_s4c1B.fts', '20110725_155524_s4c1B.fts']
814	2011-07-26	03:54:00	2011-07-26	03:54:38	270	90	*	*	*	*	*	*	*	2011-07-26 03:54:00	2011-07-26 03:54:38	2011-07-26 02:54:00	2011-07-26 02:54:38	2011-07-26 01:54:00	2011-07-26 01:54:38	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110726/', '20110726_005500_s4c1A.fts', '20110726_005512_s4c1A.fts', '20110726_005524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110726/', '20110726_005500_s4c1B.fts', '20110726_005512_s4c1B.fts', '20110726_005524_s4c1B.fts']	2011/07/26 00:54:00	2011/07/26 00:54:38	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110726/', '20110726_015500_s4c1A.fts', '20110726_015512_s4c1A.fts', '20110726_015524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110726/', '20110726_015500_s4c1B.fts', '20110726_015512_s4c1B.fts', '20110726_015524_s4c1B.fts']
815	2011-07-27	02:54:00	2011-07-27	03:54:38	270	90	*	*	*	*	*	*	*	2011-07-27 02:54:00	2011-07-27 03:54:38	2011-07-27 01:54:00	2011-07-27 02:54:38	2011-07-27 00:54:00	2011-07-27 01:54:38	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110726/', '20110726_235500_s4c1A.fts', '20110726_235509_s4c1A.fts', '20110726_235518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110727/', '20110727_005500_s4c1B.fts', '20110727_005512_s4c1B.fts', '20110727_005524_s4c1B.fts']	2011/07/26 23:54:00	2011/07/27 00:54:38	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110727/', '20110727_005500_s4c1A.fts', '20110727_005512_s4c1A.fts', '20110727_005524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110727/', '20110727_015500_s4c1B.fts', '20110727_015512_s4c1B.fts', '20110727_015524_s4c1B.fts']
816	2011-07-27	06:54:00	2011-07-27	06:54:38	45	315	*	*	*	*	*	*	*	2011-07-27 06:54:00	2011-07-27 06:54:38	2011-07-27 05:54:00	2011-07-27 05:54:38	2011-07-27 04:54:00	2011-07-27 04:54:38	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110727/', '20110727_035500_s4c1A.fts', '20110727_035509_s4c1A.fts', '20110727_035518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110727/', '20110727_035500_s4c1B.fts', '20110727_035509_s4c1B.fts', '20110727_035518_s4c1B.fts']	2011/07/27 03:54:00	2011/07/27 03:54:38	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110727/', '20110727_045500_s4c1A.fts', '20110727_045509_s4c1A.fts', '20110727_045518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110727/', '20110727_045500_s4c1B.fts', '20110727_045509_s4c1B.fts', '20110727_045518_s4c1B.fts']
817	2011-07-28	17:54:00	2011-07-28	19:54:38	225	135	*	*	*	*	*	*	*	2011-07-28 17:54:00	2011-07-28 19:54:38	2011-07-28 16:54:00	2011-07-28 18:54:38	2011-07-28 15:54:00	2011-07-28 17:54:38	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110728/', '20110728_145500_s4c1A.fts', '20110728_145512_s4c1A.fts', '20110728_145524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110728/', '20110728_165500_s4c1B.fts', '20110728_165509_s4c1B.fts', '20110728_165518_s4c1B.fts']	2011/07/28 14:54:00	2011/07/28 16:54:38	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110728/', '20110728_155500_s4c1A.fts', '20110728_155512_s4c1A.fts', '20110728_155524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110728/', '20110728_175500_s4c1B.fts', '20110728_175509_s4c1B.fts', '20110728_175518_s4c1B.fts']
818	2011-08-02	06:54:00	2011-08-02	06:54:40	90	270	*	*	*	*	*	*	*	2011-08-02 06:54:00	2011-08-02 06:54:40	2011-08-02 05:54:00	2011-08-02 05:54:40	2011-08-02 04:54:00	2011-08-02 04:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110802/', '20110802_035500_s4c1A.fts', '20110802_035509_s4c1A.fts', '20110802_035518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110802/', '20110802_035500_s4c1B.fts', '20110802_035512_s4c1B.fts', '20110802_035524_s4c1B.fts']	2011/08/02 03:54:00	2011/08/02 03:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110802/', '20110802_045500_s4c1A.fts', '20110802_045509_s4c1A.fts', '20110802_045518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110802/', '20110802_045500_s4c1B.fts', '20110802_045512_s4c1B.fts', '20110802_045524_s4c1B.fts']
819	2011-08-02	18:54:00	2011-08-02	19:54:40	45	315	*	*	*	*	*	*	*	2011-08-02 18:54:00	2011-08-02 19:54:40	2011-08-02 17:54:00	2011-08-02 18:54:40	2011-08-02 16:54:00	2011-08-02 17:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110802/', '20110802_155500_s4c1A.fts', '20110802_155509_s4c1A.fts', '20110802_155518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110802/', '20110802_165500_s4c1B.fts', '20110802_165512_s4c1B.fts', '20110802_165524_s4c1B.fts']	2011/08/02 15:54:00	2011/08/02 16:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110802/', '20110802_165500_s4c1A.fts', '20110802_165509_s4c1A.fts', '20110802_165518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110802/', '20110802_175500_s4c1B.fts', '20110802_175512_s4c1B.fts', '20110802_175524_s4c1B.fts']
820	2011-08-03	01:54:00	2011-08-03	02:54:40	90	270	*	*	*	*	*	*	*	2011-08-03 01:54:00	2011-08-03 02:54:40	2011-08-03 00:54:00	2011-08-03 01:54:40	2011-08-02 23:54:00	2011-08-03 00:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110802/', '20110802_225500_s4c1A.fts', '20110802_225509_s4c1A.fts', '20110802_225518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110802/', '20110802_235500_s4c1B.fts', '20110802_235512_s4c1B.fts', '20110802_235524_s4c1B.fts']	2011/08/02 22:54:00	2011/08/02 23:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110802/', '20110802_235500_s4c1A.fts', '20110802_235509_s4c1A.fts', '20110802_235518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110803/', '20110803_005500_s4c1B.fts', '20110803_005512_s4c1B.fts', '20110803_005524_s4c1B.fts']
821	2011-08-03	13:54:00	2011-08-03	13:54:40	90	270	*	*	*	*	*	*	*	2011-08-03 13:54:00	2011-08-03 13:54:40	2011-08-03 12:54:00	2011-08-03 12:54:40	2011-08-03 11:54:00	2011-08-03 11:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110803/', '20110803_105500_s4c1A.fts', '20110803_105509_s4c1A.fts', '20110803_105518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110803/', '20110803_105500_s4c1B.fts', '20110803_105512_s4c1B.fts', '20110803_105524_s4c1B.fts']	2011/08/03 10:54:00	2011/08/03 10:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110803/', '20110803_115500_s4c1A.fts', '20110803_115509_s4c1A.fts', '20110803_115518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110803/', '20110803_115500_s4c1B.fts', '20110803_115512_s4c1B.fts', '20110803_115524_s4c1B.fts']
822	2011-08-04	04:54:00	2011-08-04	04:54:40	45/90	270/315	*	*	*	*	*	*	*	2011-08-04 04:54:00	2011-08-04 04:54:40	2011-08-04 03:54:00	2011-08-04 03:54:40	2011-08-04 02:54:00	2011-08-04 02:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110804/', '20110804_015500_s4c1A.fts', '20110804_015512_s4c1A.fts', '20110804_015524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110804/', '20110804_015500_s4c1B.fts', '20110804_015512_s4c1B.fts', '20110804_015524_s4c1B.fts']	2011/08/04 01:54:00	2011/08/04 01:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110804/', '20110804_025500_s4c1A.fts', '20110804_025509_s4c1A.fts', '20110804_025518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110804/', '20110804_025500_s4c1B.fts', '20110804_025512_s4c1B.fts', '20110804_025524_s4c1B.fts']
823	2011-08-04	06:54:00	2011-08-04	06:54:40	315	45	*	*	*	*	*	*	*	2011-08-04 06:54:00	2011-08-04 06:54:40	2011-08-04 05:54:00	2011-08-04 05:54:40	2011-08-04 04:54:00	2011-08-04 04:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110804/', '20110804_035500_s4c1A.fts', '20110804_035509_s4c1A.fts', '20110804_035518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110804/', '20110804_035500_s4c1B.fts', '20110804_035512_s4c1B.fts', '20110804_035524_s4c1B.fts']	2011/08/04 03:54:00	2011/08/04 03:54:40	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110804/', '20110804_045500_s4c1A.fts', '20110804_045509_s4c1A.fts', '20110804_045518_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110804/', '20110804_045500_s4c1B.fts', '20110804_045512_s4c1B.fts', '20110804_045524_s4c1B.fts']
824	2011-08-06	12:54:00	2011-08-06	16:54:41	135	225	*	*	*	*	*	*	*	2011-08-06 12:54:00	2011-08-06 16:54:41	2011-08-06 11:54:00	2011-08-06 15:54:41	2011-08-06 10:54:00	2011-08-06 14:54:41	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110806/', '20110806_095500_s4c1A.fts', '20110806_095512_s4c1A.fts', '20110806_095524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110806/', '20110806_135500_s4c1B.fts', '20110806_135509_s4c1B.fts', '20110806_135518_s4c1B.fts']	2011/08/06 09:54:00	2011/08/06 13:54:41	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110806/', '20110806_105500_s4c1A.fts', '20110806_105512_s4c1A.fts', '20110806_105524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110806/', '20110806_145500_s4c1B.fts', '20110806_145509_s4c1B.fts', '20110806_145518_s4c1B.fts']
825	2011-08-06	23:54:00	2011-08-07	02:54:41	90	270	*	*	*	*	*	*	*	2011-08-06 23:54:00	2011-08-07 02:54:41	2011-08-06 22:54:00	2011-08-07 01:54:41	2011-08-06 21:54:00	2011-08-07 00:54:41	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110806/', '20110806_205500_s4c1A.fts', '20110806_205512_s4c1A.fts', '20110806_205524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110806/', '20110806_235500_s4c1B.fts', '20110806_235509_s4c1B.fts', '20110806_235518_s4c1B.fts']	2011/08/06 20:54:00	2011/08/06 23:54:41	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110806/', '20110806_215500_s4c1A.fts', '20110806_215512_s4c1A.fts', '20110806_215524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110807/', '20110807_005500_s4c1B.fts', '20110807_005512_s4c1B.fts', '20110807_005524_s4c1B.fts']
826	2011-08-07	11:54:00	2011-08-07	11:54:41	90	270	*	*	*	*	*	*	*	2011-08-07 11:54:00	2011-08-07 11:54:41	2011-08-07 10:54:00	2011-08-07 10:54:41	2011-08-07 09:54:00	2011-08-07 09:54:41	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110807/', '20110807_085500_s4c1A.fts', '20110807_085512_s4c1A.fts', '20110807_085524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110807/', '20110807_090245_s4c1B.fts', '20110807_090257_s4c1B.fts', '20110807_090309_s4c1B.fts']	2011/08/07 08:54:00	2011/08/07 08:54:41	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110807/', '20110807_095500_s4c1A.fts', '20110807_095512_s4c1A.fts', '20110807_095524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110807/', '20110807_100000_s4c1B.fts', '20110807_100009_s4c1B.fts', '20110807_100018_s4c1B.fts']
827	2011-08-07	15:54:00	2011-08-07	19:54:41	90	270	*	*	*	*	*	*	*	2011-08-07 15:54:00	2011-08-07 19:54:41	2011-08-07 14:54:00	2011-08-07 18:54:41	2011-08-07 13:54:00	2011-08-07 17:54:41	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110807/', '20110807_125500_s4c1A.fts', '20110807_125512_s4c1A.fts', '20110807_125524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110807/', '20110807_165500_s4c1B.fts', '20110807_165509_s4c1B.fts', '20110807_165518_s4c1B.fts']	2011/08/07 12:54:00	2011/08/07 16:54:41	['/gehme/data/stereo/secchi/L0/a/seq/cor1/20110807/', '20110807_135500_s4c1A.fts', '20110807_135512_s4c1A.fts', '20110807_135524_s4c1A.fts']	['/gehme/data/stereo/secchi/L0/b/seq/cor1/20110807/', '20110807_175500_s4c1B.fts', '20110807_175509_s4c1B.fts', '20110807_175518_s4c1B.fts']
